state	yr	qtr	index_nsa	index_sa	note
IA	2008	2	207.37	204.65	
IA	2008	3	207.95	204.25	
IA	2008	4	205.89	204.33	
IA	2009	1	199.49	200.81	
IA	2009	2	204.25	201.48	
IA	2009	3	207.36	203.59	
IA	2009	4	205.59	203.97	
IA	2010	1	201.36	202.88	
IA	2010	2	207.24	204.33	
IA	2010	3	202.57	198.84	
IA	2010	4	202.60	201.15	
IA	2011	1	196.90	198.32	
IA	2011	2	201.19	198.27	
IA	2011	3	202.94	199.22	
IA	2011	4	200.70	199.47	
IA	2012	1	202.11	203.39	
IA	2012	2	204.82	201.80	
IA	2012	3	207.48	203.64	
IA	2012	4	206.31	205.34	
IA	2013	1	206.28	207.33	
IA	2013	2	213.19	210.06	
IA	2013	3	214.83	210.87	
IA	2013	4	213.32	212.49	
IA	2014	1	211.61	212.52	
IA	2014	2	217.76	214.53	
IA	2014	3	221.09	217.03	
IA	2014	4	217.44	216.67	
IA	2015	1	220.45	221.30	
IA	2015	2	226.44	223.05	
IA	2015	3	228.94	224.79	
IA	2015	4	228.54	227.75	
IA	2016	1	228.03	228.86	
ID	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1991	2	101.50	100.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1991	3	103.46	102.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1991	4	105.82	104.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1992	1	104.95	104.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1992	2	107.96	107.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1992	3	110.38	108.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1992	4	113.28	112.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1993	1	114.68	114.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1993	2	118.52	117.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1993	3	123.21	121.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1993	4	126.00	124.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1994	1	127.49	127.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1994	2	131.70	130.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1994	3	134.09	132.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1994	4	135.02	133.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1995	1	136.02	135.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1995	2	139.11	137.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1995	3	139.92	138.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1995	4	140.05	139.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1996	1	140.18	140.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1996	2	142.56	140.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1996	3	143.20	141.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1996	4	143.29	142.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1997	1	143.33	143.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1997	2	144.74	143.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1997	3	146.77	145.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1997	4	145.91	145.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1998	1	145.70	145.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1998	2	147.48	145.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1998	3	148.47	146.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1998	4	148.88	148.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1999	1	150.23	149.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1999	2	153.18	151.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1999	3	152.51	150.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	1999	4	153.97	153.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2000	1	154.26	153.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2000	2	156.43	154.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2000	3	156.59	154.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2000	4	157.98	157.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2001	1	160.85	160.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2001	2	162.05	160.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2001	3	164.11	162.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2001	4	162.79	162.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2002	1	163.05	162.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2002	2	166.48	164.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2002	3	167.51	165.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2002	4	167.24	166.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2003	1	169.92	169.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2003	2	171.90	169.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2003	3	176.42	173.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2003	4	176.33	176.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2004	1	178.08	177.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2004	2	186.77	184.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2004	3	191.82	189.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2004	4	193.52	193.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2005	1	200.64	199.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2005	2	209.20	206.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2005	3	220.22	216.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2005	4	228.11	228.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2006	1	238.72	238.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2006	2	249.56	245.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2006	3	254.28	250.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2006	4	257.04	256.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2007	1	261.02	260.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2007	2	267.20	262.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2007	3	265.09	261.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2007	4	260.84	260.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2008	1	260.39	261.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2008	2	255.84	251.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2008	3	252.37	248.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2008	4	235.09	234.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2009	1	226.42	228.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2009	2	228.37	224.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2009	3	220.68	216.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2009	4	211.57	210.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2010	1	199.43	201.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2010	2	201.39	197.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2010	3	191.61	187.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2010	4	183.11	182.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2011	1	172.93	175.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2011	2	174.23	170.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2011	3	178.22	174.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2011	4	175.33	174.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2012	1	176.29	178.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2012	2	189.92	186.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2012	3	196.68	192.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2012	4	197.02	196.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2013	1	200.41	202.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2013	2	213.17	209.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2013	3	220.78	215.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2013	4	218.25	217.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2014	1	220.64	223.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2014	2	226.64	222.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2014	3	229.98	224.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2014	4	231.01	230.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2015	1	231.17	233.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2015	2	242.87	238.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2015	3	247.72	242.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2015	4	251.48	250.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ID	2016	1	249.77	252.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IL	1991	1	100.00	100.00	
IL	1991	2	101.15	100.57	
IL	1991	3	102.24	101.51	
IL	1991	4	102.81	102.52	
IL	1992	1	103.94	103.96	
IL	1992	2	105.46	104.85	
IL	1992	3	106.40	105.63	
IL	1992	4	107.35	107.03	
IL	1993	1	107.31	107.40	
IL	1993	2	109.47	108.79	
IL	1993	3	111.25	110.43	
IL	1993	4	111.88	111.55	
IL	1994	1	113.45	113.60	
IL	1994	2	115.45	114.67	
IL	1994	3	116.57	115.73	
IL	1994	4	117.06	116.70	
IL	1995	1	117.68	117.92	
IL	1995	2	119.64	118.77	
IL	1995	3	120.74	119.86	
IL	1995	4	121.34	120.99	
IL	1996	1	121.82	122.08	
IL	1996	2	123.96	123.04	
IL	1996	3	124.52	123.62	
IL	1996	4	124.73	124.34	
IL	1997	1	124.43	124.69	
IL	1997	2	126.60	125.69	
IL	1997	3	127.40	126.45	
IL	1997	4	126.72	126.35	
IL	1998	1	127.14	127.36	
IL	1998	2	129.27	128.41	
IL	1998	3	130.54	129.59	
IL	1998	4	132.13	131.68	
IL	1999	1	132.61	132.80	
IL	1999	2	134.70	133.88	
IL	1999	3	137.67	136.66	
IL	1999	4	139.19	138.69	
IL	2000	1	140.88	141.07	
IL	2000	2	143.44	142.58	
IL	2000	3	145.11	144.06	
IL	2000	4	146.91	146.33	
IL	2001	1	148.34	148.62	
IL	2001	2	151.85	150.88	
IL	2001	3	154.44	153.25	
IL	2001	4	155.64	155.06	
IL	2002	1	156.46	156.86	
IL	2002	2	160.70	159.56	
IL	2002	3	163.43	162.16	
IL	2002	4	165.05	164.47	
IL	2003	1	167.19	167.68	
IL	2003	2	171.49	170.22	
IL	2003	3	173.27	171.89	
IL	2003	4	174.94	174.37	
IL	2004	1	176.48	177.04	
IL	2004	2	181.53	180.19	
IL	2004	3	184.80	183.27	
IL	2004	4	187.58	186.93	
IL	2005	1	190.28	191.01	
IL	2005	2	194.97	193.57	
IL	2005	3	198.74	196.90	
IL	2005	4	200.66	199.88	
IL	2006	1	202.33	203.46	
IL	2006	2	206.68	205.17	
IL	2006	3	208.39	206.07	
IL	2006	4	207.58	206.71	
IL	2007	1	207.36	209.13	
IL	2007	2	206.28	204.71	
IL	2007	3	203.36	200.55	
IL	2007	4	197.57	196.68	
IL	2008	1	190.00	192.36	
IL	2008	2	189.17	187.62	
IL	2008	3	184.79	181.70	
IL	2008	4	174.96	174.12	
IL	2009	1	165.03	167.80	
IL	2009	2	165.90	164.37	
IL	2009	3	165.88	162.62	
IL	2009	4	162.34	161.64	
IL	2010	1	155.68	158.86	
IL	2010	2	160.56	158.75	
IL	2010	3	156.38	152.91	
IL	2010	4	151.46	151.05	
IL	2011	1	144.11	147.41	
IL	2011	2	146.97	144.97	
IL	2011	3	148.33	144.74	
IL	2011	4	142.71	142.71	
IL	2012	1	139.25	142.58	
IL	2012	2	145.03	142.67	
IL	2012	3	145.89	142.28	
IL	2012	4	142.75	143.06	
IL	2013	1	142.23	145.71	
IL	2013	2	151.30	148.48	
IL	2013	3	153.91	150.14	
IL	2013	4	151.67	152.14	
IL	2014	1	149.64	153.31	
IL	2014	2	158.09	154.91	
IL	2014	3	161.56	157.74	
IL	2014	4	158.11	158.58	
IL	2015	1	156.97	160.82	
IL	2015	2	165.70	162.19	
IL	2015	3	167.30	163.43	
IL	2015	4	164.88	165.29	
IL	2016	1	162.96	166.93	
IN	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	2	100.71	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	3	101.20	100.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	4	101.87	101.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	1	102.72	102.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	2	104.55	103.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	3	105.78	105.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	4	106.46	105.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	1	106.72	106.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	2	109.41	108.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	3	110.46	109.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	4	112.46	111.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	1	113.34	113.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	2	115.54	114.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	3	116.33	115.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	4	117.56	117.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	1	119.12	119.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	2	121.24	120.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	3	122.96	122.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	4	124.16	123.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	1	125.08	124.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	2	127.61	126.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	3	128.49	127.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	4	129.39	128.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	1	130.12	129.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	2	132.55	131.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	3	132.62	131.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	4	133.30	132.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	1	133.99	133.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	2	135.99	134.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	3	136.95	136.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	4	138.10	137.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	1	139.61	139.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	2	141.90	140.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	3	143.52	142.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	4	143.72	143.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	1	145.53	145.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	2	146.15	145.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	3	148.13	147.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	4	148.45	147.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	1	148.67	148.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	2	150.38	149.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	3	151.21	149.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	4	152.38	151.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	1	151.76	151.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	2	153.78	152.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	3	154.16	152.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	4	153.69	153.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	1	154.37	154.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	2	156.35	155.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	3	157.50	155.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	4	157.31	156.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	1	156.83	157.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	2	160.53	159.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	3	161.68	159.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	4	160.96	160.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	1	162.36	163.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	2	164.31	162.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	3	165.31	163.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	4	165.13	164.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	1	163.91	165.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	2	166.78	165.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	3	167.25	164.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	4	166.08	165.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	1	165.41	166.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	2	169.10	167.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	3	169.40	166.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	4	163.62	163.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	1	161.00	162.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	2	162.20	160.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	3	162.15	159.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	4	152.95	152.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	1	149.15	151.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	2	154.74	152.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	3	155.41	152.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	4	153.86	153.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	1	150.13	152.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	2	156.12	153.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	3	152.21	149.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	4	150.89	150.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	1	147.14	149.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	2	149.98	147.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	3	151.19	148.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	4	148.90	148.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	1	147.71	149.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	2	154.21	151.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	3	154.35	151.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	4	153.30	153.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	1	152.77	154.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	2	159.34	156.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	3	161.95	159.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	4	160.10	160.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	1	159.38	161.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	2	165.05	162.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	3	167.17	164.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	4	166.37	166.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	1	165.71	167.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	2	171.25	168.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	3	174.16	171.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	4	173.35	173.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2016	1	173.62	175.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	2	99.45	99.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	3	99.30	98.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	4	100.52	100.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	1	101.32	101.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	2	102.06	101.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	3	103.20	102.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	4	103.50	103.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	1	104.13	104.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	2	106.17	105.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	3	108.14	107.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	4	109.57	109.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	1	111.27	111.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	2	113.46	113.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	3	114.81	114.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	4	115.46	115.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	1	116.90	117.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	2	119.21	118.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	3	120.94	120.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	4	121.83	121.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	1	123.46	123.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	2	125.07	124.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	3	125.79	125.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	4	125.56	125.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	1	126.52	126.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	2	129.15	128.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	3	131.35	130.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	4	132.07	132.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	1	134.69	134.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	2	136.70	136.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	3	138.76	138.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	4	141.60	141.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	1	143.53	143.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	2	146.13	145.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	3	147.86	147.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	4	148.38	148.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	1	150.27	150.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	2	154.34	153.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	3	155.12	154.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	4	155.73	155.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	1	156.99	157.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	2	160.53	159.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
