state	yr	qtr	index_nsa	index_sa	Warning
DE	2013	4	183.02	182.3	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2014	1	179.82	181.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2014	2	186.43	185.8	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2014	3	185.38	182.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2014	4	182.4	182.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2015	1	189.05	190.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2015	2	190.54	189.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2015	3	194.97	192.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2015	4	192.31	192.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2016	1	193.4	194.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL	1991	1	100	100	
FL	1991	2	100.5	100.33	
FL	1991	3	100.26	99.98	
FL	1991	4	100.82	100.44	
FL	1992	1	101.34	101.32	
FL	1992	2	101.05	100.9	
FL	1992	3	102.28	101.95	
FL	1992	4	102.77	102.42	
FL	1993	1	102.61	102.57	
FL	1993	2	103.91	103.79	
FL	1993	3	104.68	104.28	
FL	1993	4	105.58	105.27	
FL	1994	1	106.15	106.08	
FL	1994	2	106.67	106.56	
FL	1994	3	108.05	107.6	
FL	1994	4	108.56	108.32	
FL	1995	1	108.99	108.87	
FL	1995	2	109.24	109.11	
FL	1995	3	110.75	110.27	
FL	1995	4	110.63	110.48	
FL	1996	1	111.18	111.02	
FL	1996	2	112.2	112.01	
FL	1996	3	112.95	112.49	
FL	1996	4	112.65	112.57	
FL	1997	1	114.05	113.83	
FL	1997	2	114.41	114.16	
FL	1997	3	115.12	114.69	
FL	1997	4	116.14	116.09	
FL	1998	1	117.85	117.6	
FL	1998	2	119.17	118.87	
FL	1998	3	120.55	120.16	
FL	1998	4	121.51	121.45	
FL	1999	1	123.38	123.14	
FL	1999	2	125.54	125.19	
FL	1999	3	127.21	126.81	
FL	1999	4	129.1	128.99	
FL	2000	1	131.66	131.46	
FL	2000	2	134.13	133.75	
FL	2000	3	137.04	136.59	
FL	2000	4	140.05	139.88	
FL	2001	1	143.51	143.39	
FL	2001	2	147.54	147.13	
FL	2001	3	151.96	151.38	
FL	2001	4	155.61	155.39	
FL	2002	1	159.31	159.3	
FL	2002	2	164.61	164.15	
FL	2002	3	169.35	168.61	
FL	2002	4	174.11	173.85	
FL	2003	1	179.31	179.42	
FL	2003	2	185.08	184.54	
FL	2003	3	191.31	190.36	
FL	2003	4	198.06	197.79	
FL	2004	1	205.49	205.72	
FL	2004	2	216.43	215.75	
FL	2004	3	228.68	227.48	
FL	2004	4	239.55	239.27	
FL	2005	1	254.2	254.55	
FL	2005	2	272.26	271.33	
FL	2005	3	290.06	288.49	
FL	2005	4	300.47	300.22	
FL	2006	1	307.75	308.22	
FL	2006	2	312.31	311.12	
FL	2006	3	312.76	311.07	
FL	2006	4	311.31	311.1	
FL	2007	1	308	308.5	
FL	2007	2	305.41	304.11	
FL	2007	3	291.4	289.91	
FL	2007	4	278.51	278.28	
FL	2008	1	257.1	257.65	
FL	2008	2	237.71	236.59	
FL	2008	3	220.12	218.99	
FL	2008	4	204.6	204.4	
FL	2009	1	194.95	195.51	
FL	2009	2	191.48	190.53	
FL	2009	3	188.09	187	
FL	2009	4	186.1	185.93	
FL	2010	1	183.74	184.46	
FL	2010	2	182.05	181.09	
FL	2010	3	177.42	176.25	
FL	2010	4	173.33	173.21	
FL	2011	1	165.52	166.33	
FL	2011	2	167	166.06	
FL	2011	3	170.34	169.11	
FL	2011	4	169.76	169.63	
FL	2012	1	172.61	173.64	
FL	2012	2	179.06	177.97	
FL	2012	3	183.23	181.84	
FL	2012	4	184.88	184.73	
FL	2013	1	190.01	191.23	
FL	2013	2	198.89	197.63	
FL	2013	3	204.63	203.06	
FL	2013	4	208.59	208.44	
FL	2014	1	209.76	211.12	
FL	2014	2	215.79	214.37	
FL	2014	3	220.4	218.78	
FL	2014	4	225.23	225.05	
FL	2015	1	227.94	229.36	
FL	2015	2	237.47	235.92	
FL	2015	3	242.69	241.04	
FL	2015	4	247.08	246.79	
FL	2016	1	253.49	255.04	
GA	1991	1	100	100	
GA	1991	2	100.27	99.81	
GA	1991	3	100.16	99.88	
GA	1991	4	101.21	100.75	
GA	1992	1	101.79	101.8	
GA	1992	2	101.35	100.89	
GA	1992	3	103.18	102.87	
GA	1992	4	103.36	102.91	
GA	1993	1	103.51	103.53	
GA	1993	2	104.83	104.36	
GA	1993	3	105.29	104.91	
GA	1993	4	106.16	105.75	
GA	1994	1	106.64	106.67	
GA	1994	2	108.34	107.85	
GA	1994	3	109.43	108.98	
GA	1994	4	110.33	109.96	
GA	1995	1	110.81	110.83	
GA	1995	2	112.56	112.06	
GA	1995	3	113.98	113.45	
GA	1995	4	115.16	114.84	
GA	1996	1	116.31	116.3	
GA	1996	2	117.86	117.37	
GA	1996	3	119.12	118.51	
GA	1996	4	119.31	119.04	
GA	1997	1	120.97	120.92	
GA	1997	2	122.44	121.95	
GA	1997	3	124.02	123.35	
GA	1997	4	125.2	124.96	
GA	1998	1	126.94	126.86	
GA	1998	2	129.37	128.85	
GA	1998	3	131.58	130.87	
GA	1998	4	133.34	133.09	
GA	1999	1	135.8	135.72	
GA	1999	2	138.3	137.75	
GA	1999	3	141.33	140.6	
GA	1999	4	143.01	142.7	
GA	2000	1	144.94	144.85	
GA	2000	2	148.17	147.6	
GA	2000	3	150.16	149.39	
GA	2000	4	152.11	151.74	
GA	2001	1	153.82	153.75	
GA	2001	2	156.56	155.98	
GA	2001	3	158.26	157.43	
GA	2001	4	159.51	159.09	
GA	2002	1	161.49	161.49	
GA	2002	2	162.62	162	
GA	2002	3	164.87	163.97	
GA	2002	4	166.89	166.42	
GA	2003	1	168.05	168.16	
GA	2003	2	169.44	168.72	
GA	2003	3	171.36	170.39	
GA	2003	4	171.6	171.1	
GA	2004	1	172.55	172.85	
GA	2004	2	175.62	174.72	
GA	2004	3	177.94	176.86	
GA	2004	4	179.42	178.93	
GA	2005	1	181.03	181.63	
GA	2005	2	185.65	184.49	
GA	2005	3	188.68	187.33	
GA	2005	4	191.61	191.28	
GA	2006	1	192.75	193.61	
GA	2006	2	196.71	195.36	
GA	2006	3	198.24	196.38	
GA	2006	4	199.7	199.66	
GA	2007	1	199.24	200.5	
GA	2007	2	203.66	202.04	
GA	2007	3	201.37	198.99	
GA	2007	4	197.09	197.46	
GA	2008	1	192.56	194.06	
GA	2008	2	191.37	189.67	
GA	2008	3	188.13	185.49	
GA	2008	4	175.85	176.41	
GA	2009	1	176.93	178.68	
GA	2009	2	174.44	172.62	
GA	2009	3	177.52	174.79	
GA	2009	4	170.11	170.89	
GA	2010	1	163.27	165.01	
GA	2010	2	168.29	166.41	
GA	2010	3	161.37	158.79	
GA	2010	4	152.83	153.61	
GA	2011	1	149.87	151.61	
GA	2011	2	149.69	147.77	
GA	2011	3	150.24	147.99	
GA	2011	4	149.78	150.58	
GA	2012	1	147.05	148.65	
GA	2012	2	155.79	153.67	
GA	2012	3	159.02	156.93	
GA	2012	4	159.24	160.01	
GA	2013	1	163.28	164.96	
GA	2013	2	171.34	168.88	
GA	2013	3	175.62	173.63	
GA	2013	4	175.6	176.43	
GA	2014	1	181.71	183.29	
GA	2014	2	185.31	182.72	
GA	2014	3	186.67	184.74	
GA	2014	4	188.35	189.22	
GA	2015	1	190.62	192.13	
GA	2015	2	199.3	196.46	
GA	2015	3	201.29	199.41	
GA	2015	4	201.41	202.31	
GA	2016	1	202.94	204.42	
HI	1991	1	100	100	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	2	97.05	97.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	3	100.06	99.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	4	98.76	98.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	1	102.72	102.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	2	97.44	97.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	3	102.47	102.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	4	102.48	102.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	1	101.27	101.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	2	102.96	103.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	3	99.52	99.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	4	100.8	100.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	1	98.49	98.9	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	2	99.81	99.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	3	99.96	99.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	4	98.85	98.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	1	98.77	99.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	2	95.38	95.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	3	95.48	95.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	4	95.38	95.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	1	90.02	90.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	2	93.84	93.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	3	89.68	89.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	4	89.77	89.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	1	82.7	83.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	2	83.08	82.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	3	83.21	83.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	4	82.53	82.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	1	83.65	84.1	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	2	85.2	84.9	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	3	82.4	82.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	4	83.05	82.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	1	84.36	84.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	2	82.64	82.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	3	83.07	83.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	4	85.77	85.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	1	89.49	89.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	2	89.5	89.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	3	89.78	89.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	4	92.73	92.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	1	95.75	96.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	2	98.53	98.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	3	100	99.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	4	102.01	102.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	1	102.26	102.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	2	107.63	107.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	3	111.73	111.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	4	113.63	113.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	1	117.83	118.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	2	119.79	119.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	3	129.92	129.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	4	137.18	137.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	1	142.5	142.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	2	152.91	153.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	3	165.7	164.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	4	169.03	169.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	1	179.52	179.7	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	2	193.72	193.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	3	205.59	204.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	4	203.41	204.2	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	1	214.99	215.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	2	211.78	212.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	3	211.39	209.9	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	4	212.53	213.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	1	216.69	217.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	2	214.56	214.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	3	214.83	213.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	4	208.04	209.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	1	208.45	208.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	2	207.12	206.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	3	198.69	197.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	4	200.39	202.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	1	195.27	195.5	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	2	182.57	181.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	3	186.56	185.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	4	180.29	181.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	1	179.55	179.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	2	179.03	178.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	3	175.13	174.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	4	175.04	176.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	1	159.98	160.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	2	172.12	171.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	3	173.91	173.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	4	167.62	168.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	1	172.21	172.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	2	185.11	184.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	3	181.62	180.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	4	185.29	186.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	1	193.82	194.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	2	193.44	192.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	3	200.53	199.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	4	200.31	201.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	1	212.25	213.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	2	199.93	198.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	3	216.09	214.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	4	212.17	213.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	1	215.4	216.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	2	219.58	218.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	3	223.03	221.7	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	4	229.01	230.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	1	229.04	230.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA	1991	1	100	100	
IA	1991	2	101.31	100.72	
IA	1991	3	102.57	101.45	
IA	1991	4	103.18	102.72	
IA	1992	1	103.78	103.79	
IA	1992	2	106.73	106.12	
IA	1992	3	108.45	107.23	
IA	1992	4	108.97	108.51	
IA	1993	1	110.94	110.96	
IA	1993	2	113.08	112.44	
IA	1993	3	116.07	114.72	
IA	1993	4	118.24	117.8	
IA	1994	1	118.98	118.99	
IA	1994	2	120.7	119.99	
IA	1994	3	123.31	121.86	
IA	1994	4	123.01	122.6	
IA	1995	1	123.69	123.7	
IA	1995	2	126.4	125.6	
IA	1995	3	128.93	127.45	
IA	1995	4	129.07	128.69	
IA	1996	1	130.39	130.4	
IA	1996	2	132.29	131.32	
IA	1996	3	133.94	132.5	
IA	1996	4	133.64	133.26	
IA	1997	1	134.18	134.2	
IA	1997	2	136.68	135.56	
IA	1997	3	137.64	136.26	
IA	1997	4	138.23	137.88	
IA	1998	1	139.79	139.78	
IA	1998	2	142.66	141.38	
IA	1998	3	144.31	142.96	
IA	1998	4	146.73	146.33	
IA	1999	1	146.62	146.61	
IA	1999	2	150.54	149.16	
IA	1999	3	151.75	150.37	
IA	1999	4	152.73	152.28	
IA	2000	1	153.86	153.88	
IA	2000	2	156.57	155.15	
IA	2000	3	158.61	157.16	
IA	2000	4	158	157.5	
IA	2001	1	159.45	159.51	
IA	2001	2	162.27	160.83	
IA	2001	3	163.52	161.97	
IA	2001	4	164.15	163.59	
IA	2002	1	164.49	164.64	
IA	2002	2	167.94	166.44	
IA	2002	3	169.9	168.27	
IA	2002	4	170.71	170.08	
IA	2003	1	171.46	171.72	
IA	2003	2	174.25	172.64	
IA	2003	3	176.42	174.71	
IA	2003	4	176.61	175.94	
IA	2004	1	177.62	177.97	
IA	2004	2	182.05	180.33	
IA	2004	3	183.73	181.85	
IA	2004	4	185.65	185.02	
IA	2005	1	184.83	185.28	
IA	2005	2	190.95	189.11	
IA	2005	3	190.87	188.77	
IA	2005	4	191.55	190.96	
IA	2006	1	192.83	193.45	
IA	2006	2	196.82	194.94	
IA	2006	3	198.14	195.69	
IA	2006	4	196.69	196.16	
IA	2007	1	197.4	198.27	
IA	2007	2	200.49	198.49	
IA	2007	3	202.57	199.84	
IA	2007	4	198.83	198.33	
IA	2008	1	197.08	198.27	
IA	2008	2	199.2	197.11	
IA	2008	3	198.72	195.76	
IA	2008	4	197.09	196.74	
IA	2009	1	193.37	194.75	
IA	2009	2	196.34	194.13	
IA	2009	3	199.07	196.02	
IA	2009	4	195.68	195.36	
IA	2010	1	193.48	195.03	
IA	2010	2	198.39	196.02	
IA	2010	3	194.06	191.04	
IA	2010	4	194.23	194	
IA	2011	1	187.66	189.14	
IA	2011	2	193.57	191.23	
IA	2011	3	195.48	192.49	
IA	2011	4	193.16	192.95	
IA	2012	1	195.16	196.59	
IA	2012	2	197.62	195.28	
IA	2012	3	199.73	196.71	
IA	2012	4	198.9	198.73	
IA	2013	1	198.5	199.71	
IA	2013	2	205.51	203.25	
IA	2013	3	207.48	204.45	
IA	2013	4	207.14	206.85	
IA	2014	1	207.15	208.3	
IA	2014	2	210.29	208.11	
IA	2014	3	214.07	211.03	
IA	2014	4	211.82	211.42	
IA	2015	1	212.36	213.45	
IA	2015	2	218.06	215.91	
IA	2015	3	220.77	217.68	
IA	2015	4	221.15	220.63	
IA	2016	1	220.97	222.12	
ID	1991	1	100	100	
ID	1991	2	101.68	100.8	
ID	1991	3	103.64	102.48	
ID	1991	4	106.31	105.3	
ID	1992	1	107.06	107.07	
ID	1992	2	110.29	109.34	
ID	1992	3	112.41	111.1	
ID	1992	4	114.98	113.92	
ID	1993	1	116.61	116.65	
ID	1993	2	119.12	118.07	
ID	1993	3	124.69	123.17	
ID	1993	4	125.42	124.35	
ID	1994	1	126.22	126.27	
ID	1994	2	130.7	129.53	
ID	1994	3	133.47	131.75	
ID	1994	4	133.66	132.63	
ID	1995	1	134.31	134.37	
ID	1995	2	136.11	134.86	
ID	1995	3	137.67	135.81	
ID	1995	4	137.64	136.73	
ID	1996	1	137	137	
ID	1996	2	138.82	137.5	
ID	1996	3	139.83	137.94	
ID	1996	4	140.06	139.27	
ID	1997	1	139.24	139.16	
ID	1997	2	141.12	139.69	
ID	1997	3	142.78	140.91	
ID	1997	4	142.1	141.42	
ID	1998	1	142.68	142.49	
ID	1998	2	144.96	143.42	
ID	1998	3	145.91	144.05	
ID	1998	4	145.2	144.62	
ID	1999	1	146.51	146.28	
ID	1999	2	149.26	147.57	
ID	1999	3	149.92	148.02	
ID	1999	4	150.73	150.25	
ID	2000	1	151.38	151.09	
ID	2000	2	153.17	151.37	
ID	2000	3	152.87	150.86	
ID	2000	4	155.13	154.75	
ID	2001	1	156.37	156.13	
ID	2001	2	159.21	157.29	
ID	2001	3	160.34	158.1	
ID	2001	4	159.17	158.93	
ID	2002	1	159.72	159.48	
ID	2002	2	163.94	161.99	
ID	2002	3	165.58	163.1	
ID	2002	4	165.4	165.23	
ID	2003	1	167.93	167.79	
ID	2003	2	171	168.87	
ID	2003	3	175.24	172.6	
ID	2003	4	174.72	174.57	
ID	2004	1	178.2	178.11	
ID	2004	2	186.81	184.34	
ID	2004	3	193.28	190.51	
ID	2004	4	193.94	193.7	
ID	2005	1	202.19	202.17	
ID	2005	2	210.52	207.5	
ID	2005	3	220.7	217.8	
ID	2005	4	229.49	229.18	
ID	2006	1	236.73	236.68	
ID	2006	2	250.48	246.67	
ID	2006	3	253.54	250.46	
ID	2006	4	258.6	258.09	
ID	2007	1	260.4	260.67	
ID	2007	2	267.79	263.39	
ID	2007	3	265.54	262.32	
ID	2007	4	261.85	261.15	
ID	2008	1	259.94	260.83	
ID	2008	2	255.09	250.73	
ID	2008	3	248.04	244.55	
ID	2008	4	236.53	235.83	
ID	2009	1	236.8	238.5	
ID	2009	2	237.31	233.08	
ID	2009	3	228.09	224.13	
ID	2009	4	218.74	218.25	
ID	2010	1	207.2	209.36	
ID	2010	2	208.39	204.61	
ID	2010	3	202.99	198.73	
ID	2010	4	191.44	191.27	
ID	2011	1	179.47	181.78	
ID	2011	2	182.79	179.38	
ID	2011	3	189.08	184.63	
ID	2011	4	184.65	184.76	
ID	2012	1	186.24	188.8	
ID	2012	2	201.27	197.44	
ID	2012	3	206.21	201.18	
ID	2012	4	204.96	205.23	
ID	2013	1	208.82	211.72	
ID	2013	2	218.42	214.05	
ID	2013	3	224.89	219.7	
ID	2013	4	219.48	219.63	
ID	2014	1	223.29	226.37	
ID	2014	2	230.32	225.51	
ID	2014	3	233.06	228.21	
ID	2014	4	231.23	230.97	
ID	2015	1	233.43	236.79	
ID	2015	2	247.51	242.11	
ID	2015	3	251.56	246.89	
ID	2015	4	256.54	255.67	
ID	2016	1	251.71	255.56	
IL	1991	1	100	100	
IL	1991	2	100.87	100.35	
IL	1991	3	101.89	101.17	
IL	1991	4	102.57	102.29	
IL	1992	1	103.32	103.35	
IL	1992	2	104.92	104.35	
IL	1992	3	105.61	104.84	
IL	1992	4	106.94	106.67	
IL	1993	1	107.33	107.41	
IL	1993	2	109.01	108.37	
IL	1993	3	110.87	110.04	
IL	1993	4	110.93	110.67	
IL	1994	1	112.67	112.83	
IL	1994	2	114.73	113.99	
IL	1994	3	115.66	114.75	
IL	1994	4	115.79	115.56	
IL	1995	1	115.93	116.14	
IL	1995	2	118.31	117.5	
IL	1995	3	119.4	118.45	
IL	1995	4	119.24	119.01	
IL	1996	1	120	120.25	
IL	1996	2	122.05	121.2	
IL	1996	3	122.59	121.57	
IL	1996	4	122.65	122.42	
IL	1997	1	122.41	122.69	
IL	1997	2	124.27	123.42	
IL	1997	3	125.13	124.09	
IL	1997	4	124.91	124.66	
IL	1998	1	125.37	125.68	
IL	1998	2	127.18	126.34	
IL	1998	3	128.88	127.75	
IL	1998	4	129.97	129.73	
IL	1999	1	130.95	131.28	
IL	1999	2	133.8	132.93	
IL	1999	3	136.14	134.89	
IL	1999	4	137.05	136.81	
IL	2000	1	138.43	138.82	
IL	2000	2	142.05	141.1	
IL	2000	3	144.95	143.58	
IL	2000	4	145.9	145.68	
IL	2001	1	148.07	148.55	
IL	2001	2	152.04	150.97	
IL	2001	3	154.84	153.35	
IL	2001	4	155.63	155.41	
IL	2002	1	157.62	158.2	
IL	2002	2	162.12	160.89	
IL	2002	3	165.07	163.48	
IL	2002	4	166.72	166.5	
IL	2003	1	168.52	169.21	
IL	2003	2	173.66	172.26	
IL	2003	3	176.75	175.08	
IL	2003	4	178.88	178.64	
IL	2004	1	180.4	181.21	
IL	2004	2	185.83	184.23	
IL	2004	3	189.38	187.63	
IL	2004	4	190.53	190.2	
IL	2005	1	192.69	193.69	
IL	2005	2	198.68	196.88	
IL	2005	3	202.32	200.46	
IL	2005	4	204.06	203.62	
IL	2006	1	205.71	206.99	
IL	2006	2	211.01	209.09	
IL	2006	3	211.8	209.66	
IL	2006	4	210.58	210.08	
IL	2007	1	212.75	214.42	
IL	2007	2	213.75	211.73	
IL	2007	3	211.81	209.4	
IL	2007	4	208.6	208.05	
IL	2008	1	202.78	204.82	
IL	2008	2	202.68	200.73	
IL	2008	3	198.26	195.55	
IL	2008	4	192.21	191.78	
IL	2009	1	185.8	188.15	
IL	2009	2	186.61	184.69	
IL	2009	3	187.83	184.76	
IL	2009	4	182.41	182.23	
IL	2010	1	177.99	180.68	
IL	2010	2	181.95	179.9	
IL	2010	3	179.49	176.06	
IL	2010	4	174.42	174.54	
IL	2011	1	167.51	170.45	
IL	2011	2	169.16	166.92	
IL	2011	3	170.79	167.26	
IL	2011	4	164.6	164.96	
IL	2012	1	162.48	165.62	
IL	2012	2	168.75	166.2	
IL	2012	3	170.8	167.15	
IL	2012	4	165.36	165.93	
IL	2013	1	165.66	169.03	
IL	2013	2	175.47	172.53	
IL	2013	3	177.24	173.44	
IL	2013	4	175.45	176.22	
IL	2014	1	172.74	176.29	
IL	2014	2	181.53	178.32	
IL	2014	3	183.73	179.85	
IL	2014	4	181.18	182.05	
IL	2015	1	179.46	183.13	
IL	2015	2	187.91	184.48	
IL	2015	3	189.64	185.76	
IL	2015	4	185.79	186.67	
IL	2016	1	185.66	189.4	
IN	1991	1	100	100	
IN	1991	2	100.62	99.77	
IN	1991	3	100.98	100.38	
IN	1991	4	101.57	101.22	
IN	1992	1	102.16	102.16	
IN	1992	2	104.52	103.64	
IN	1992	3	105.37	104.74	
IN	1992	4	106.02	105.66	
IN	1993	1	106.85	106.87	
IN	1993	2	109.09	108.16	
IN	1993	3	110.17	109.5	
IN	1993	4	111.65	111.26	
IN	1994	1	112.41	112.46	
IN	1994	2	114.43	113.45	
IN	1994	3	115.25	114.54	
IN	1994	4	116.26	115.83	
IN	1995	1	118.09	118.18	
IN	1995	2	119.2	118.17	
IN	1995	3	120.79	120.05	
IN	1995	4	121.36	120.88	
IN	1996	1	122.16	122.27	
IN	1996	2	124.84	123.8	
IN	1996	3	125.85	125.05	
IN	1996	4	126.52	126.02	
IN	1997	1	126.07	126.15	
IN	1997	2	128.3	127.3	
